Title C de,Title Name (English),Hindi Title,Register Serial No,Regn. No,Owner Name,State,Publication City/District,Periodicity
UTTHIN03988,UDHAM TIMES,उधम टाइम्स,134008.0,UTTHIN/2014/61453,UDHAM SINGH,UTT,HARIDWAR,W
UTTHIN02965,NAVAL TIMES,नवल टाइम्स,115147.0,UTTHIN/2012/42590,SANJEEV SHARMA,UTT,HARIDWAR,W
UTTHIN02752,KISHAN TIMES,किशन टाइम्स,112578.0,UTTHIN/2011/40021,NAUSHAD KHAN,UTT,HARIDWAR,W
UTTHIN02474,AKSHARA TIMES,अक्षरा टाइम्स,113197.0,UTTHIN/2011/40640,MAYUR SAINI,UTT,HARIDWAR,W
UTTHIN05458,JWALAPUR TIMES,,,UR,ATHAR KHAN,UTT,HARIDWAR,W
UTTHIN04847,AROHI TIMES,आरोही टाइम्स,65326.0,65326/ 96,BRIJESH KAUSHAL,UTT,HARIDWAR,W
UTTHIN00604,MAYABHOOMI TIMES,मायाभूमि टाइम्स,89842.0,UTTHIN/2005/17285,AVIXIT RAMAN,UTT,HARIDWAR,W
UTTMUL00061,DEVSTHALI TIMES,,,,ANIL SATTI,UTT,HARIDWAR,W
UTTHIN01435,HANU TIMES,हनु टाइम्स,102000.0,UTTHIN/2008/29443,SIDHARTH GOEL,UTT,HARIDWAR,W
UTTHIN01405,VIRESH TIMES,वीरेश टाइम्‍स,98515.0,UTTHIN/2008/25958,VIRESH CHAUHAN,UTT,HARIDWAR,W
UTTHIN01808,SIDDHANT TIMES,सिद्धांत टाइम्स,109003.0,UTTHIN/2010/36446,SUNIL SHARMA,UTT,HARIDWAR,W
UTTHIN02950,VIKAS BHUMI TIMES,विकास भूमि टाइम्स,120614.0,UTTHIN/2012/48058,PRAVESH RAI,UTT,HARIDWAR,W
UTTHIN01404,RAMALA TIMES,रमाला टाइम्‍स,98528.0,UTTHIN/2008/25971,RAKESH KUMAR CHAUHAN,UTT,HARIDWAR,W
UTTHIN05482,ADITI TIMES,,,UR,ABHISHEK,UTT,HARIDWAR,W
UTTHIN04183,BHANWAR TIMES,भंवर टाइम्स,139400.0,UTTHIN/2015/66845,BHAWAR SINGH,UTT,HARIDWAR,W
UTTHIN01420,SHRIRAM HANU TIMES,श्रीराम हनु टाइम्स,100776.0,UTTHIN/2009/28219,ANAND PUROHIT,UTT,HARIDWAR,W
UTTHIN03446,POORNAGIRI TIMES,पूर्णागिरि टाइम्स,118257.0,UTTHIN/2012/45700,MANJU VERMA,UTT,HARIDWAR,W
UTTHIN03459,DAMKESHWAR TIMES,दमकेश्वर टाइम्स,121382.0,UTTHIN/2012/48827,YASHWANT SINGH RAWAT,UTT,HARIDWAR,W
UTTHIN04852,LINK TIMES,लिंक टाइम्स,63733.0,63733/ 96,VIKRAM SINGH,UTT,HARIDWAR,W
UTTHIN04362,SADACHAR TIMES,,12470.0,12470/ 65,KESHAV YADAV,UTT,HARIDWAR,W
UTTHIN00935,SQUARE CUBE TIMES,स्क्वायर क्यूब टाइम्स,90880.0,UTTHIN/2006/18323,BRIJPAL SINGH,UTT,HARIDWAR,W
UTTHIN02852,SATYAOM SAI TIMES,सत्यओम साई टाइम्स,113726.0,UTTHIN/2011/41169,SURESH CHANDRA,UTT,HARIDWAR,W
UTTHIN03194,LAKSHYA PATH TIMES,लक्ष्य पथ टाइम्स,119151.0,UTTHIN/2012/46594,ASHISH KUMAR,UTT,HARIDWAR,W
UTTHIN05641,SOCIAL MEDIA TIMES,,,UR,GANGA SHARAN SHARMA,UTT,HARIDWAR/ ROORKEE,D
UTTHIN05376,YOGA TIMES,,,,USMAN ALI,UTT,HARIDWAR/ ROORKEE,W
UTTHIN00839,ROORKEE PATHIK TIMES,रुड़की पथिक टाइम्स,90922.0,UTTHIN/2006/18365,SANJAY VATS,UTT,HARIDWAR/ ROORKEE,W
UTTHIN03303,RAMNAGAR TIMES,,116281.0,UTTHIN/2012/43724,MAZID ALI,UTT,"KASHIPUR, UDHAM SINGH NAGAR",W
UTTHIN01173,BRIJ TIMES,ब्रज टाइम्स,100991.0,UTTHIN/2009/28434,AKSHAT AGARWAL,UTT,NAINITAL,D
UTTHIN04797,BHARPTI MEICIM TIMES,,57713.0,57713/ 93,YOGESH BAJAJ,UTT,NAINITAL,D
UTTHIN00200,KUMAON TIMES,कुमाऊं टाइम्स,83531.0,UTTHIN/2003/10974,KRISHNA KUMAR GUPTA,UTT,NAINITAL,D
UTTHIN05083,MANTU TIMES,मन्टू टाइम्स,146826.0,UTTHIN/2017/74271,MANTU CHARITABLE TRUST,UTT,NAINITAL,F
UTTHIN01414,RUDRAKSH TIMES,रुद्राक्ष टाइम्स,104605.0,UTTHIN/2009/32048,MOHAN SINGH KOTLIYA,UTT,NAINITAL,F
UTTENG00336,KALIYUG TIMES,,38763.0,38763/ 81,BASANTI VERMA,UTT,NAINITAL,F
UTTHIN01331,UTTARANCHAL PRAKHAR TIMES,उत्‍तरांचल प्रखर टाइम्‍स,98655.0,UTTHIN/2008/26098,NEELAM GOEL,UTT,NAINITAL,F
UTTHIN05177,KASHIPUR TIMES,काशीपुर टाइम्स,146734.0,UTTHIN/2017/74179,AJIT GOYAL,UTT,NAINITAL,F
UTTHIN00280,RAMNAGAR TIMES,रामनगर टाइम्स,83762.0,UTTHIN/2003/11205,MAZID ALI,UTT,NAINITAL,W
UTTHIN01103,KURMANCHAL TIMES,कुर्मांचल टाइम्स,94231.0,UTTHIN/2007/21674,KRISHAN CHANDRA NAILWAL,UTT,NAINITAL,W
UTTHIN04274,TARAI TIMES,तराई टाइम्स,12496.0,12496/ 66,RANJIT SINGH BHAKUMI,UTT,NAINITAL,W
UTTHIN00095,THE HALDWANI TIMES,द हल्द्वानी टाइम्स,78885.0,UTTHIN/2002/06328,DEEPAK TIWARI,UTT,NAINITAL,W
UTTBIL00497,BHABER TIMES,,21999.0,21999/ 71,ISHWAR DUTT PATHAB,UTT,NAINITAL,W
UTTHIN04270,ABHAS TIMES,आभास टाइम्स,33192.0,33192/ 78,"ADHIKAR PARIVAR SAMITI, KASHIPUR",UTT,NAINITAL,W
UTTHIN01168,UTTARAKHAND PRABHAT TIMES,उत्तराखण्ड प्रभात टाइम्स,93779.0,UTTHIN/2007/21222,PRABHAT KUMAR DHYANI,UTT,NAINITAL,W
UTTHIN01738,NANDA TIMES,नंदा टाइम्स,105870.0,UTTHIN/2010/33313,GANGA DEVI,UTT,NAINITAL,W
UTTHIN04087,THE VIR BHARAT NEWS TIMES,द वीर भारत न्यूज़ टाइम्स,133022.0,UTTHIN/2014/60467,SANDHYA KOTHARI,UTT,NAINITAL,W
UTTHIN04779,PARVAT VIKAS TIMES,पर्वत विकास टाइम्स,59733.0,59733/ 87,M. HUSNAIN,UTT,NAINITAL/ HALDWANI,F
UTTBIL00521,MUSLIM FOCUS NEWS TIMES,,147787.0,UTTBIL/2018/75232,ZAINUL ABIDEEN MADANI ANSARI VARSI,UTT,NAINITAL/ HALDWANI,M
UTTHIN05030,VASUNDHARA TIMES,वसुंधरा टाईम्स,140841.0,UTTHIN/2015/68286,LAKSHMI BISHT,UTT,NEW TEHRI,W
UTTMUL00057,KANVANAGRI TIMES,,151872.0,UTTMUL/2020/79317,PRAKASH CHANDRA KOTHARI,UTT,PAURI GARHWAL,W
UTTHIN02697,AAJAD HIND TIMES,आजाद हिन्द टाइम्स,130136.0,UTTHIN/2014/57581,RAJESHWARI,UTT,PAURI GARHWAL,W
UTTHIN05617,PITHORAGARH TIMES,,,,DR. KISHOR KUMAR,UTT,PITHORAGARH,FMY
UTTHIN05753,THE ADI KAILASH TIMES MAGAZINE,,,,KISHOR KUMAR,UTT,PITHORAGARH,M
UTTHIN01685,POORNA TIMES,पूर्ण टाइम्स,111229.0,UTTHIN/2011/38672,TRIBHUWAN SINGH,UTT,PITHORAGARH,W
UTTHIN03132,UTTARANCHAL PRAKHAR TIMES,,114104.0,UTTHIN/2012/41547,NEELAM GOEL,UTT,PITHROGARH,W
UTTHIN05474,CHAMBA TIMES,,,,ARCHANA RANA,UTT,TEHRI GARHWAL,F
UTTHIN04945,GANESH PRAYAG TIMES,गणेश प्रयाग टाइम्स,74196.0,UPHIN/1999/01639,GANESH DUTT PENYULI,UTT,TEHRI GARHWAL,F
UTTHIN04701,ANTRISHA TIMES,अंतरिशा टाइम्स,54313.0,54313/ 87,SURYACHANDER SINGH CHOHAN,UTT,TEHRI GARHWAL,F
UTTHIN04332,TEHRI TIMES,टिहरी टाइम्स,25042.0,25042/ 73,BARAT SINGH RAWAT,UTT,TEHRI GARHWAL,W
UTTHIN01650,ANTRISHA TIMES,अन्तरिक्ष टाइम्स,100444.0,UTTHIN/2008/27887,SURYACHANDRA SINGH CHAUHAN,UTT,TEHRI GARHWAL,W
UTTHIN05311,ARNIT TIMES,अर्नित टाइम्स,152523.0,UTTHIN/2021/79968,MANBEER SINGH NEGI,UTT,TEHRI GARHWAL,W
UTTHIN04803,SURKANDA TIMES,सुरकुण्डा टाइम्स,63337.0,63337/ 96,KUSUMLATA BADAUNI,UTT,TEHRI GARHWAL,W
UTTHIN00698,UTTARANCHAL SHABD TIMES,उत्‍तरांचल शब्‍द टाइम्‍स,90875.0,UTTHIN/2006/18318,DEEPAK SHARMA,UTT,UDHAM SINGH NAGAR,D
UTTHIN02266,VANSHIKA TIMES,वंशिका टाइम्स,107191.0,UTTHIN/2010/34634,MUKUL MANAV,UTT,UDHAM SINGH NAGAR,F
UTTHIN02859,KOHLI TIMES,,114835.0,UTTHIN/2012/42278,NIRMAL KOHLI,UTT,UDHAM SINGH NAGAR,F
UTTHIN02485,ABHIMANYU TIMES,,109807.0,UTTHIN/2011/37250,SAURABH AGARWAL,UTT,UDHAM SINGH NAGAR,F
UTTHIN02637,SURYAVANSHAM TIMES,,116341.0,UTTHIN/2011/43784,NEERAJ KUMAR THAKUR,UTT,UDHAM SINGH NAGAR,F
UTTHIN02068,YUG PRERNA TIMES,युग प्रेरणा टाइम्स,107414.0,UTTHIN/2010/34857,JAYA MISHRA,UTT,UDHAM SINGH NAGAR,F
UTTHIN01258,SWARAJ TIMES,स्वराज टाइम्स,97121.0,UTTHIN/2008/24564,LAXMAN DAS GROVER,UTT,UDHAM SINGH NAGAR,F
UTTHIN01648,SAVITRI TIMES,सावित्री टाइम्स,102310.0,UTTHIN/2009/29753,SAVITRI DEVI,UTT,UDHAM SINGH NAGAR,F
UTTHIN04184,AMAN SHABD TIMES,अमन शब्द टाइम्स,136365.0,UTTHIN/2015/63810,GEETA CHAUHAN,UTT,UDHAM SINGH NAGAR,F
UTTHIN03470,AASHNA TIMES,,124855.0,UTTHIN/2013/52300,SHIV AVTAR SHARMA,UTT,UDHAM SINGH NAGAR,F
UTTHIN05703,SHAIL GLOBAL TIMES,,,UR,MOHINI,UTT,UDHAM SINGH NAGAR,F
UTTHIN01737,JAN KANOONI TIMES,,118332.0,UTTHIN/2010/45775,MUKTA,UTT,UDHAM SINGH NAGAR,F
UTTHIN03146,JASPUR TIMES,,119088.0,UTTHIN/2012/46531,ALAM RAJA,UTT,UDHAM SINGH NAGAR,F
UTTHIN02409,CHAUDHRY TIMES,,110062.0,UTTHIN/2011/37505,MOHD. MUSTAKEEM,UTT,UDHAM SINGH NAGAR,F
UTTHIN01714,AMAN YUVRAJ TIMES,अमन युवराज टाइम्स,102407.0,UTTHIN/2009/29850,SWATI CHAWLA,UTT,UDHAM SINGH NAGAR,F
UTTHIN04829,NAINI VAILI TIMES,नैनी वैली टाइम्स,63131.0,63131/ 96,DHARMENDRA TULI,UTT,UDHAM SINGH NAGAR,F
UTTHIN01629,VICHARDHARA TIMES,विचार धारा टाइम्स,101189.0,UTTHIN/2009/28632,ARUN CHAUHAN,UTT,UDHAM SINGH NAGAR,F
UTTHIN03683,SARASWATI TIMES,,126905.0,UTTHIN/2013/54350,JITENDRA KUMAR,UTT,UDHAM SINGH NAGAR,F
UTTHIN01928,AASIM TIMES,AASIM TIMES,107172.0,UTTHIN/2010/34615,PARVEJ AASIM,UTT,UDHAM SINGH NAGAR,F
UTTHIN04864,NEW UTTARANCHAL VIKAS TIMES,,68168.0,68168/ 97,KAMAL KISHORE AGRAWAL,UTT,UDHAM SINGH NAGAR,F
UTTBIL00523,GYANARTHI TIMES,ज्ञानार्थी टाइम्स,143093.0,UTTBIL/2016/70538,SANTOSH KUMAR MEHROTRA,UTT,UDHAM SINGH NAGAR,M
UTTHIN05709,RAJTANTRA TIMES,,,UR,SANDEEP PANDEY,UTT,UDHAM SINGH NAGAR,NDO
UTTHIN05612,PARAM SHABD TIMES,परम शब्द टाइम्स,159367.0,UTTHIN/2023/86812,KULDEEP SINGH,UTT,UDHAM SINGH NAGAR,W
UTTHIN03554,SAIYAM TIMES,,124606.0,UTTHIN/2013/52051,SANDEEP KUMAR,UTT,UDHAM SINGH NAGAR,W
UTTHIN03044,U P CENTRAL TIMES,,119392.0,UTTHIN/2012/46835,RAMAN TRIVEDI,UTT,UDHAM SINGH NAGAR,W
UTTHIN00073,CHAIRMAN TIMES,,78157.0,UTTHIN/2001/05600,GOVIND WADHWA,UTT,UDHAM SINGH NAGAR,W
UTTHIN01586,SEHBAAJ TIMES,शाहबाज टाइम्स,105206.0,UTTHIN/2009/32649,MD. RIZWAN,UTT,UDHAM SINGH NAGAR,W
UTTHIN05190,CHITRASTHALI TIMES,चित्रस्थली टाइम्स,148298.0,UTTHIN/2018/75743,AMIT SAXENA,UTT,UDHAM SINGH NAGAR,W
UTTHIN04840,NARAYAN DRUSTI VIKAS TIMES,नारायण दृष्टि विकास टाइम्स,64640.0,64640/ 96,SHIRISH KUMAR SINGH,UTT,UDHAM SINGH NAGAR,W
UTTHIN03040,BAZPUR TIMES,,116654.0,UTTHIN/2012/44097,LAKHBIR SINGH,UTT,UDHAM SINGH NAGAR,W
UTTHIN05098,YACHNA TIMES,याचना टाइम्स,144150.0,UTTHIN/2017/71595,SATISH KUMAR TANEJA,UTT,UDHAM SINGH NAGAR,W
UTTHIN02155,SCHOLAR TIMES,स्कॉलर टाइम्स,105296.0,UTTHIN/2010/32739,AJAY BHALLA,UTT,UDHAM SINGH NAGAR,W
UTTHIN05417,GOLJEW TIMES,गोल्ज्यू टाइम्स,160262.0,UTTHIN/2021/87707,HIMANSHU NEGI,UTT,UDHAM SINGH NAGAR,W
UTTHIN01339,MANISHI MANTHAN TIMES,मनीषी मंथन टाइम्स,99508.0,UTTHIN/2008/26951,RADHEYSHYAM SHARMA,UTT,UDHAM SINGH NAGAR,W
UTTHIN02869,SUDARSHAN TIMES,,118259.0,UTTHIN/2011/45702,RIZWAN AHASAN,UTT,UDHAM SINGH NAGAR,W
UTTHIN03443,NAITIK TIMES,,119765.0,UTTHIN/2012/47208,SANJAY KUMAR,UTT,UDHAM SINGH NAGAR,W
UTTHIN04672,MANGALBHUMI TIMES,मंगलभूमि टाइम्स,51046.0,51046/ 90,JASPAL SINGH CHADHA,UTT,UDHAM SINGH NAGAR/ KASHIPUR,DE
UTTHIN00113,AHERIYA TIMES,,79507.0,UTTHIN/2002/06950,JAYPAL SINGH AHERIYA,UTT,UDHAM SINGH NAGAR/ KASHIPUR,F
UTTHIN05563,KASHIPUR AASHIYANA TIMES,काशीपुर आशियाना टाइम्स,159088.0,UTTHIN/2023/86533,SADAF,UTT,UDHAM SINGH NAGAR/ KASHIPUR,F
UTTHIN05606,KASHI GOVISHAN TIMES,काशी गोविषाण टाइम्स,160726.0,UTTHIN/2023/88171,ARSHI,UTT,UDHAM SINGH NAGAR/ KASHIPUR,F
UTTHIN05597,NADEHI TIMES,नादेही टाइम्स,159209.0,UTTHIN/2023/86654,JITENDRA KUMAR,UTT,UDHAM SINGH NAGAR/ KASHIPUR,F
UTTHIN05000,KUMAON VARTA TIMES,कुमाँऊ वार्ता टाइम्स,141407.0,UTTHIN/2016/68852,MOHD.AKRAM,UTT,UDHAM SINGH NAGAR/ KASHIPUR,F
UTTHIN03707,JANSAHIB TIMES,,127226.0,UTTHIN/2013/54671,ARUNDEEP SINGH JATHOUL,UTT,UDHAMSINGH NAGAR,W
UTTHIN03642,PIYUSH TIMES,पीयूष टाईम्स,133656.0,UTTHIN/2015/61101,HEMKANT NAUTIYAL,UTT,UTTARKASHI,W
UTTHIN05206,BARSALI TIMES,बरसाली टाइम्स,149647.0,UTTHIN/2019/77092,DIGBEER SINGH BISHT,UTT,UTTARKASHI,W
UTTHIN05181,ARANYARODAN TIMES,अरण्यारोदन टाईम्स,150331.0,UTTHIN/2018/77776,BALVEER PARMAR,UTT,UTTARKASHI,W
UTTHIN05199,PANCHKOSHI TIMES,,,,SURESH PANWAR,UTT,UTTARKASHI,W
UTTHIN00994,VARUNAWAT TIMES,वरुणावत टाइम्स,91785.0,UTTHIN/2006/19228,BUDDHI SINGH CHAUHAN,UTT,UTTARKASHI,W
UTTHIN02461,PAHADVASI TIMES,पहाड़वासी टाइम्स,111025.0,UTTHIN/2011/38468,PRATAP RAWAT,UTT,UTTARKASHI,W
WBBEN05421,SAIYADPUR TIMES,,53126.0,53126/ 89,PROVAT KUMAR,WB,ALIPORE,W
WBBEN13607,ARAMBAGH TIMES,,76715.0,WBBEN2001/04158,KAKALI CHATTERJEE,WB,ARAMBAGH,F
WBSAI00060,MANBHUM TIMES,,,UR,NIMAI CHARAN SAREN,WB,BANKURA,M
WBBEN13761,BANKURA TIMES,बांकुरा टाइम्स,102101.0,WBBEN/2009/29544,SANTOSH KUMAR RAKSHIT,WB,BANKURA,W
WBBEN08547,MAHAKUMA PRESS TIMES,,53179.0,53179/ 93,RADHA CHARAN GOSWAMI,WB,BARDHAMAN,F
WBBEN16051,KURMUN TIMES,,,,GOUTAM CHANDRA DAS,WB,BARDHAMAN,F
WBENG00502,DURGAPUR TIMES,,37200.0,37200/ 80,S R MUKKAMALA,WB,BARDHAMAN,W
WBMUL00684,ASANSOL TIMES,,,UR,BIRJEES ELAHI ANSARI,WB,BARDHAMAN/ ASANSOL,M
WBHIN01669,SOCIETY REVIEW TIMES,,148249.0,WBHIN/2017/75694,BINOD KUMAR JAISWAL,WB,BARDHAMAN/ ASANSOL,W
WBBEN16037,FRONT TIMES OF BENGAL,,,,SAIKAT SHARMA,WB,BARDHMAN/ DURGAPUR,A
WBHIN01149,SIGNET TIMES,,71043.0,71043/ 98,RAM SHANKAR YADAV,WB,BARDHMAN/ DURGAPUR,M
WBENG03039,SHILPAPARIKRAMA IND USHIAL TIMES,,53276.0,53276/ 94,SHIPRA GHOSH,WB,BARDHMAN/ DURGAPUR,Q
WBHIN01126,PNS TIMES,,68967.0,68967/ 98,PRADIP NATH SHARMA,WB,BARDHMAN/ DURGAPUR,W
WBBEN10781,LIGHT OF BIRBHUM IN THESE TIMES,लाइट ऑफ़ बीरभूम इन दीज़ टाइम्स,73841.0,WBBEN/1999/01284,MANAS BHATTACHARYYA,WB,BIRBHUM,W
WBBEN14134,BIRBHUM TIMES,,107916.0,WBBEN/2010/35359,SUBHAS KABIRAJ,WB,BIRBHUM,W
WBBEN13516,TIMES OF INDUSTRY,टाइम्स ऑफ़ इंडस्ट्री,100897.0,WBBEN/2009/28340,BISWAJIT GHATAK,WB,BURDWAN,F
WBBEN09872,MANSAI TIMES,,73216.0,WBBEN/1999/00659,BISWADEB CHATTOPADHY,WB,COOCH BEHAR,F
WBBEN12727,THE BIOTIMES,दी बायोटाईम्‍स,94278.0,WBBEN/2006/21721,BIOCHEMIC MEDICAL ASSOCIATION OF INDIA,WB,COOCH BEHAR,M
WBBIL01902,TIMES OF DAKSHIN DINAJPUR,,158919.0,WBBIL/2023/86364,MADHUSREE SINGHA,WB,DAKSHIN DINAJPUR,W
WBBIL01810,DARJEELING TIMES,,43962.0,43962/ 85,BANSHIDHAR MITTAL,WB,DARJEELING,D
WBMUL00648,SILIGURI TIMES,,149200.0,WBMUL/2018/76645,ABHISEKH AGARWAL,WB,DARJEELING,M
WBENG02157,HIMALAYAN TIMES,हिमालयन टाइम्स,5075.0,5075/ 57,HIMALAYAN INDUSTRIAL & TRADING CORPORATION LTD.,WB,DARJEELING,W
WBENG00382,NORTH BENGAL TIMES,,37300.0,37300/ 79,PRABHAS C. ROY,WB,DARJEELING/ SILIGURI,W
WBBIL01627,THE EAST AND SOUTH TIMES,दि ईस्ट एंड साउथ टाइम्स,101563.0,WBBIL/2009/29006,HEMANT JACOB,WB,HOOGHLY,F
WBBEN07604,URBAN TIMES,,53262.0,53262/ 91,SOUMITRA DEB SARKAR,WB,HOOGHLY,F
WBENG01394,NATIONAL TIMES,,34814.0,34814/ 79,RADHA GOVINDA SARKAR,WB,HOOGHLY,F
WBHIN00590,RAJKAMAL TIMES,,18409.0,18409/ 70,GOVIND AGGRWAL,WB,HOWRAH,F
WBURD00085,HOWRAH TIMES,,18498.0,18498/ 70,BOARD OF HOWRAH TIME PUBLICATIONS,WB,HOWRAH,F
WBBEN14421,TIMES BANGLA,,124345.0,WBBEN/2012/51790,KOUSHIK CHAKRABORTY,WB,HOWRAH,W
WBENG02225,THE COMMERCIAL TIMES,द कमर्शियल टाइम्स,2988.0,2988/ 57,AMALENDU SYAM,WB,KOLKATA,BM
WBENG03572,CALCUTTA TIMES OF INDIA,कलकत्ता टाइम्स ऑफ़ इंडिया,79120.0,WBENG/2002/06563,"BENNETT, COLEMAN & CO.LTD",WB,KOLKATA,D
WBENG00367,CHOURANGEE TIMES,,18361.0,18361/ 70,INDER KUMAR LUNIA,WB,KOLKATA,D
WBENG02966,SOUTH ASIAN FINANCIAL TIMES,,53143.0,53143/ 93,ANANDA BAZAR PATRIKA,WB,KOLKATA,D
WBBIL01748,SAHITYA TIMES,,128816.0,WBBIL/2014/56261,KEYUR MAJMUDAR,WB,KOLKATA,D
WBHIN00131,BENGAL TIMES,,5488.0,5488/ 63,DEOBRAT COUBEY,WB,KOLKATA,D
WBHIN00852,CALCUTTA TIMES,कलकत्ता टाइम्स,2721.0,2721/ 57,CALCUTTA TIMES TRUST,WB,KOLKATA,D
WBENG02967,BUSINESS AND FINANCIAL TIMES,,53142.0,53142/ 93,ANANDA BAZAR PATRIKA LTD,WB,KOLKATA,D
WBHIN00145,BHARATKHAND TIMES,भरतखण्ड टाइम्स,44168.0,44168/ 87,RAGHAV PANDEY,WB,KOLKATA,F
WBHIN01647,NAV YUVAK TIMES,,26054.0,26054/ 74,MOHAN LAL RAO,WB,KOLKATA,F
WBBEN14252,ALIPURE TIMES,,122622.0,WBBEN/2011/50067,DEBASISH BHATTACHARJEE,WB,KOLKATA,F
WBENG00215,BUSINESS EXPLORER TIMES,,48081.0,48081/ 88,C R BHANSALI (CRB CONSULTANTS (P) LTD.),WB,KOLKATA,F
WBENG02360,ENGINEERING TIMES & FOUNDRY NEWS,,5028.0,5028/ 58,E. H. TIPOO,WB,KOLKATA,M
WBHIN01097,TEACHER TIMES,,53272.0,53272/ 94,RAM JANAM SINGH,WB,KOLKATA,M
WBENG00381,THE INSURANCE TIMES,,37299.0,37299/ 80,SUSHIL KUMAR AGARWALA,WB,KOLKATA,M
WBENG02541,CYCLE TIMES,,5334.0,5334/ 60,HARI KRISHAN VIJAY,WB,KOLKATA,M
WBHIN01432,SRI DINESH HIMRAJ TIMES,श्री दिनेश हिमराज टाईम्‍स,90532.0,WBHIN/2005/17975,DINESH SHARMA,WB,KOLKATA,M
WBENG04267,RICE TIMES,राइस टाइम्स,138793.0,WBENG/2015/66238,ROYS INSTITUTE OF COMPERTITIVE EXAMINATION PVT. LTD.,WB,KOLKATA,M
WBBIL01074,MEDI TIMES,,53216.0,53216/ 94,HAHNEMANN LABORATORY LTD.,WB,KOLKATA,M
WBENG01271,MAGIC TIMES,,13922.0,13922/ 67,OM PRAKASH AGARWAL,WB,KOLKATA,M
WBENG00276,CALCUTTA LAW TIMES,,48072.0,48072/ 88,R. CAMBRAY & CO. (P) LTD.,WB,KOLKATA,M
WBENG03357,LIPTON TIMES,,43955.0,43955/ 85,LIPTON INDIA LIMITED,WB,KOLKATA,Q
WBENG00093,AUCTION TIMES,,18385.0,18385/ 70,"J. G, BHATIA",WB,KOLKATA,TWW
WBMUL00681,THE SANTAL TIMES,,,,BABULAL HANSDA,WB,KOLKATA,TWW
WBENG00569,ENERGY TIMES,,34831.0,34831/ 78,NAZEER AHMED ANSARI,WB,KOLKATA,W
WBHIN00195,CHINAL TIMES,,48074.0,48074/ 87,VIJAY KUMAR GANERIWALA,WB,KOLKATA,W
WBBEN01591,COAL FIELD TIMES,,34772.0,34772/ 79,P. KUMAR SARKAR,WB,KOLKATA,W
WBHIN01292,NORTH 24 PARGANAS TIMES,,74182.0,WBHIN/2000/01625,ABINASH SHARMA,WB,KOLKATA,W
WBHIN01376,EARTHIK TIMES,,83524.0,WBHIN/2003/10967,SANDIP SINGH,WB,KOLKATA,W
WBHIN00779,SPEED TIMES,,34349.0,34349/ 82,PARBANT SINGH MAIHARI,WB,KOLKATA,W
WBENG03258,CALCUTTA TIMES,,5137.0,5137/ 59,BIRESH CHANDRA BOSE,WB,KOLKATA,W
WBBEN14908,GOUR MALDA TIMES,गौर मालदा टाइम्स,137985.0,WBBEN/2015/65430,DIPANKAR GOSWAMI,WB,MALDAH,F
WBBEN12784,REAL TIMES,RT,91647.0,WBBEN/2006/19090,INDRANI BANERJEE,WB,NORTH 24 PARGANAS,F
WBBEN14185,THE GREAT INDIA TIMES,,113445.0,WBBEN/2011/40888,SUSANTA SARKAR,WB,NORTH TWENTY FOUR PARGANAS,W
WBBEN15506,BIPLABI MEDINIPOR TIMES,,44017.0,44017/ 86,TARASANKAR CHAKRABORTY,WB,PASCHIM MEDINIPUR,D
WBBEN11363,KHARAGPUR TIMES,,82903.0,WBBEN/2001/10346,PURNIMA BOSE,WB,PASCHIM MEDINIPUR,F
WBENG03560,THE PURULIA TIMES,,79754.0,WBENG/2001/07197,RAMEN GUPTA,WB,PURULIA,W
WBBEN12995,BERHAMPORE TIMES,बेरहामपुर टाईम्स,96740.0,WBBEN/2007/24183,UJJAL KUNDU,WB,SADAR,W
WBBEN15186,AAJKER DUM DUM TIMES,आजकेर दम दम टाइम्स,137355.0,WBBEN/2015/64800,BISWANATH BANIK,WB,SOUTH TWENTY FOUR PARGANAS,M
WBBEN10106,FALTA TIMES,,48101.0,48101/ 84,DEBASHIS HALDER,WB,SOUTH 24 PARGANAS,F
WBHIN01664,SANJHA TIMES,,148114.0,WBHIN/2018/75559,SANJIB SINGH,WB,SOUTH 24 PARGANAS,M
WBBEN16007,INDIA BENEFICIARY TIMES,,,,NEW LIFE BENEFICIAL & CHARITABLE TRUST,WB,SOUTH 24 PARGANAS,M
WBBEN14842,AMS TIMES,,127311.0,WBBEN/2013/54756,ACHINTYA KUMAR GHOSH,WB,SOUTH TWENTY FOUR PARGANAS,D
WBBEN14119,PASCHIM BANGO TIMES,,107806.0,WBBEN/2010/35249,SAMRAT CHAKRABORTY,WB,SOUTH TWENTY FOUR PARGANAS,W
WBBEN10649,RAIGANJ TIMES,,72012.0,72012/ 99,ALOK KUMAR DAS,WB,UTTAR DINAJPUR,F
NOFHIN00557,KARNAL TODAY,करनाल टुडे,51574.0,51574/ 93,NOF,,,F
ANDENG00010,ANDAMAN TODAY,अंडमान टुडे,40891.0,40891/ 88,T.THANGA SWAMY,AND,SOUTH ANDAMAN/ PORT BLAIR,F
APTEL12212,RAYALASEEMA TODAY,,110796.0,APTEL/2011/38239,G. SREENATH REDDY,AP,ANANTAPUR,M
APTEL14584,TODAY AMRAVATHI,टुडे अमरावती,136795.0,APTEL/2015/64240,B RAGHUNATHA REDDY,AP,ANANTAPUR,M
APTEL14586,PURAPALAKA TODAY,,136273.0,APTEL/2015/63718,KOTHAPALLI ANIL KUMAR REDDY,AP,ANANTAPUR,M
