Title Code,Title Name (English),Hindi Title,Register Serial No,Regn. No,Owner Name,State,Publication City/District,Periodicity,title_en_clean,title_hi_clean,periodicity_tag,detected_lang_en,metaphone_code,soundex_code
MPHIN37423,KANISHK TODAY,,,UR,MINAKSHI,MP,BHOPAL,M,kanishk,,U,en,KNXK,K520
MPHIN30801,ARBAAZ TODAY,अरबाज़ टुडे,131562.0,MPHIN/2014/59007,MOHD. AZHAR KHAN,MP,BHOPAL,M,arbaaz,अरबज टड,U,en,ARBS,A612
MPBIL02136,PARAMOUNT TODAY,,141039.0,MPBIL/2016/68484,PARAMOUNT AGRITECHNOLOGIES,MP,BHOPAL,M,paramount,,U,en,PRMNT,P655
MPHIN32683,MADHUBAN TODAY,मधुबन टुडे,138945.0,MPHIN/2016/66390,SANDEEP CHOURASIYA,MP,BHOPAL,M,madhuban,मधबन टड,U,en,MTHBN,M315
MPHIN31052,RAJPATH TODAY,राजपथ टुडे,139074.0,MPHIN/2015/66519,NARAYAN SINGH PARMAR,MP,BHOPAL,M,rajpath,रजपथ टड,U,en,RJP0,R213
MPHIN13772,TODAY'S INDIAN,,68945.0,68945/ 98,PRAKASH SAXENA,MP,BHOPAL,M,todays indian,,U,en,TTS INTN,T325
MPHIN30974,SAITHWAR TODAY,सैथवार टुडे,134568.0,MPHIN/2015/62013,MANISH SINGH,MP,BHOPAL,M,saithwar,सथवर टड,U,en,S0WR,S360
MPHIN27280,TODAY MAIL,टुडे मेल,114649.0,MPHIN/2012/42092,VIKRAM KUMAR,MP,BHOPAL,M,mail,टड मल,U,en,ML,M400
MPHIN29241,NANCY TODAY,,124689.0,MPHIN/2013/52134,NARESH SAHU,MP,BHOPAL,M,nancy,,U,en,NNS,N520
MPHIN30390,ANKIT TODAY,अंकित टुडे,129808.0,MPHIN/2014/57253,ANKIT PANDEY,MP,BHOPAL,M,ankit,अकत टड,U,en,ANKT,A523
MPHIN23575,SHAKTIMAN TODAY,शक्तिमान टुडे,108248.0,MPHIN/2010/35691,TIRTH AGRO TECHNOLOGY PVT. LTD.,MP,BHOPAL,M,shaktiman,शकतमन टड,U,en,XKTMN,S235
MPHIN24938,TODAY COURIER,टुडे कूरियर,108622.0,MPHIN/2010/36065,ALOK SINGH,MP,BHOPAL,M,courier,टड करयर,U,en,KRR,C660
MPHIN28643,PRAHAR TODAY,,121122.0,MPHIN/2013/48567,YOGENDRA MUKHRIYA,MP,BHOPAL,M,prahar,,U,en,PRHR,P660
MPHIN27130,PRADARSHAN TODAY,,114258.0,MPHIN/2012/41701,J.P.SINGH,MP,BHOPAL,M,pradarshan,,U,en,PRTRXN,P636
MPHIN37419,PRADESH YOG TODAY,प्रदेश योग टुडे,154884.0,MPHIN/2022/82329,SANJAY SINGH,MP,BHOPAL,M,pradesh yog,परदश यग टड,U,en,PRTX YK,P632
MPHIN32847,SIDDHARTH TODAY,सिद्धार्थ टुडे,139874.0,MPHIN/2016/67319,SHARDDHA PANDRAM,MP,BHOPAL,M,siddharth,सदधरथ टड,U,en,STHR0,S363
MPHIN32652,HINA TODAY,हिना टुडे,142209.0,MPHIN/2016/69654,ADEEBUN NISA,MP,BHOPAL,M,hina,हन टड,U,en,HN,H500
MPBIL02073,POSITIVE TODAY,पॉजीटिव टुडे,145006.0,MPBIL/2017/72451,RAHUL MEHRA,MP,BHOPAL,M,positive,पजटव टड,U,en,PSTF,P231
MPHIN26012,RAJA BHOJ TODAY,,112143.0,MPHIN/2011/39586,IMRAN AHMED,MP,BHOPAL,M,raja bhoj,,U,en,RJ BHJ,R212
MPHIN33447,KHASKAR TODAY,खासकर टुडे,142121.0,MPHIN/2016/69566,VIMLA BAI,MP,BHOPAL,M,khaskar,खसकर टड,U,en,KHSKR,K260
MPHIN37072,ARADHANA TODAY,अराधना टुडे,152675.0,MPHIN/2019/80120,ZAQURAN NISHA,MP,BHOPAL,M,aradhana,अरधन टड,U,en,ARTHN,A635
MPHIN27402,TARANG TODAY,,113826.0,MPHIN/2012/41269,RAJESH AGRAWAL (GALBALI),MP,BHOPAL,M,tarang,,U,en,TRNK,T652
MPHIN25226,NAV JAGAT TODAY,,112810.0,MPHIN/2011/40253,AZIZ,MP,BHOPAL,M,nav jagat,,U,en,NF JKT,N122
MPHIN26726,HINDI BHASHI TODAY,,112816.0,MPHIN/2011/40259,RAJEEV KUMAR GUPTA,MP,BHOPAL,M,hindi bhashi,,U,en,HNT BHX,H531
MPHIN25135,GAS PEDIT TODAY,,109444.0,MPHIN/2010/36887,RUBINA FATIMA,MP,BHOPAL,M,gas pedit,,U,en,KS PTT,G213
MPHIN32505,RUKMANI TODAY,रुक्मणी टुडे,140405.0,MPHIN/2016/67850,RAMGOPAL SINGH,MP,BHOPAL,M,rukmani,रकमण टड,U,en,RKMN,R255
MPHIN31574,GAUTAM TODAY,गौतम टुडे,135685.0,MPHIN/2015/63130,A.B. KHAN,MP,BHOPAL,M,gautam,गतम टड,U,en,KTM,G350
MPHIN32818,SALVE TODAY,,,UR,BHIKU BAI SALVE,MP,BHOPAL,M,salve,,U,en,SLF,S410
MPHIN39197,DASHMESH TODAY,,,UR,RABIYA BEGAM,MP,BHOPAL,M,dashmesh,,U,en,TXMX,D252
MPHIN28010,AMAN TODAY,,119790.0,MPHIN/2012/47233,MOHD. RAJU,MP,BHOPAL,M,aman,,U,en,AMN,A550
MPBIL36618,SADHVI TODAY,साध्वी टुडे,159658.0,MPBIL/2023/87103,PRINCE SHUKLA,MP,BHOPAL,M,sadhvi,सधव टड,U,en,STHF,S310
MPHIN32077,PUKAR TODAY,पुकार टुडे,141063.0,MPHIN/2015/68508,RASHMI BIRANWAR,MP,BHOPAL,M,pukar,पकर टड,U,en,PKR,P260
MPHIN04542,PICHDA WARG ANTODAYA,,66414.0,66414/ 97,MOHIT LAL SINGH,MP,BHOPAL,M,pichda warg antodaya,,U,en,PXT WRK ANTTY,P236
MPHIN33375,TAMRAPUSHP TODAY,ताम्रपुष्प टुडे,141696.0,MPHIN/2016/69141,SYAM KUMAR HAYARAN,MP,BHOPAL,M,tamrapushp,तमरपषप टड,U,en,TMRPXP,T561
MPHIN30404,SUJANGANJ TODAY,सुजानगंज टुडे,134535.0,MPHIN/2015/61980,DEVESH MISHRA,MP,BHOPAL,M,sujanganj,सजनगज टड,U,en,SJNKNJ,S252
MPHIN27156,PATRAKAR TODAY,,124426.0,MPHIN/2013/51871,DEEPANJALI KASERA,MP,BHOPAL,M,patrakar,,U,en,PTRKR,P362
MPHIN27931,LIFE LINE TODAY,,117575.0,MPHIN/2012/45018,ANJUM KHAN,MP,BHOPAL,M,life line,,U,en,LF LN,L145
MPHIN17529,BHOPAL TODAY,,83359.0,MPHIN/2002/10802,MONALISA PANDEY,MP,BHOPAL,M,bhopal,,U,en,BHPL,B140
MPHIN25079,REVOLUTION TODAY,रेवोल्यूशन टुडे,107962.0,MPHIN/2010/35405,FARHANA,MP,BHOPAL,M,revolution,रवलयशन टड,U,en,RFLXN,R143
MPHIN37772,SUSHANT TODAY,सुशांत टूडे,160413.0,MPHIN/2022/87858,SANDEEP,MP,BHOPAL,M,sushant,सशत टड,U,en,SXNT,S253
MPHIN32986,KAMESHWARI TODAY,कामेश्वरी टुडे,140528.0,MPHIN/2016/67973,MUKESH RATHORE,MP,BHOPAL,M,kameshwari,कमशवर टड,U,en,KMXWR,K526
MPHIN29593,RISING TODAY,राइजिंग टुडे,135681.0,MPHIN/2015/63126,MOHAMMED ZAHEER,MP,BHOPAL,M,rising,रइजग टड,U,en,RSNK,R252
MPHIN38442,SARHANA TODAY,,,UR,UBAID ULLAH QURESHI,MP,BHOPAL,M,sarhana,,U,en,SRHN,S650
MPHIN38653,PARVAZ TODAY,परवाज़ टूडे,160675.0,MPHIN/2023/88120,JAYESH SHAKYA,MP,BHOPAL,M,parvaz,परवज़ टड,U,en,PRFS,P612
MPHIN36520,KHALID TODAY,खालिद टुडे,153013.0,MPHIN/2021/80458,MOHAMMAD KHALID,MP,BHOPAL,M,khalid,खलद टड,U,en,KHLT,K430
MPHIN32554,ATHARV TODAY,अर्थव टुडे,139936.0,MPHIN/2016/67381,RADHARANI SHARMA,MP,BHOPAL,M,atharv,अरथव टड,U,en,A0RF,A361
MPHIN29581,SAIMA TODAY,साएमा टुडे,128154.0,MPHIN/2014/55599,MOHD. JAVED KHAN,MP,BHOPAL,M,saima,सएम टड,U,en,SM,S500
MPHIN27633,NAYAN TODAY,,118396.0,MPHIN/2012/45839,DHANRAJ ARYA,MP,BHOPAL,M,nayan,,U,en,NYN,N500
MPHIN24115,MODERN TODAY,,115241.0,MPHIN/2011/42684,MAMTA SHRIVASTAVA,MP,BHOPAL,M,modern,,U,en,MTRN,M365
MPHIN27850,NIRJHAR TODAY,,117119.0,MPHIN/2012/44562,RACHNA SAXENA,MP,BHOPAL,M,nirjhar,,U,en,NRJHR,N626
MPHIN38771,THE FORTUNER TODAY,,157624.0,MPHIN/2019/85069,NAVED KHAN,MP,BHOPAL,M,fortuner,,U,en,FRTNR,F635
MPBIL01949,SCIENCE TODAY,साइंस टुडे,137178.0,MPBIL/2015/64623,SCIENCE EDUCATION AND RESEARCH SOCIETY,MP,BHOPAL,M,science,सइस टड,U,en,SSNS,S520
MPHIN32603,RAJLAKSHMI TODAY,,,UR,RAGHUVEER SINGH RAJAWAT,MP,BHOPAL,M,rajlakshmi,,U,en,RJLKXM,R242
MPURD00441,ASHAA TODAY,,,,ADNAN KHAN,MP,BHOPAL,M,ashaa,,U,en,AX,A200
MPHIN23221,PANDIT DEENDAYAL UPADHYAY MISSION TODAY,,109382.0,MPHIN/2009/36825,M.U. CHOWDHRY,MP,BHOPAL,M,pandit deendayal upadhyay mission,,U,en,PNTT TNTYL UPTHY MXN,P533
MPHIN33557,SANTNAGAR TODAY,संतनगर टुडे,142631.0,MPHIN/2016/70076,KANCHAN TEJWANI,MP,BHOPAL,M,santnagar,सतनगर टड,U,en,SNTNKR,S535
MPHIN39499,AMBIKA TODAY,अंबिका टूड़े,159687.0,MPHIN/2020/87132,RAZIYA BEE,MP,BHOPAL,M,ambika,अबक टड़,U,en,AMBK,A512
MPHIN39198,DASHMESH TODAY,दशमेश टुडे,159798.0,MPHIN/2020/87243,RABIYA BEGAM,MP,BHOPAL,M,dashmesh,दशमश टड,U,en,TXMX,D252
MPHIN27569,CHARCHIT TODAY,,116708.0,MPHIN/2012/44151,MANISH KUMAR,MP,BHOPAL,M,charchit,,U,en,XRXT,C623
MPHIN31856,RAJDHANI CHARCHA TODAY,,143381.0,MPHIN/2016/70826,SHASHI KUSHWAH,MP,BHOPAL,M,rajdhani charcha,,U,en,RJTHN XRX,R235
MPHIN38041,MOTIVATION TODAY,,157090.0,MPHIN/2022/84535,JUBEDA,MP,BHOPAL,M,motivation,,U,en,MTFXN,M313
MPHIN29066,REAL ESTATE TODAY,,140399.0,MPHIN/2014/67844,SYED ASIF MASOOD,MP,BHOPAL,M,real estate,,U,en,RL ESTT,R423
MPHIN25601,JYOTI TODAY,,115070.0,MPHIN/2011/42513,KRANTI SINGH (JYOTI),MP,BHOPAL,M,jyoti,,U,en,JYT,J300
MPHIN25721,BHOJ TODAY,,114040.0,MPHIN/2011/41483,ASHAD ALI,MP,BHOPAL,M,bhoj,,U,en,BHJ,B200
MPHIN26221,MUSKAN TODAY,,115381.0,MPHIN/2011/42824,AJAY KUMAR,MP,BHOPAL,M,muskan,,U,en,MSKN,M250
MPHIN34545,THE WORLD TODAY,द वर्ल्‍ड टुडे,146304.0,MPHIN/2017/73749,NOOR ULLAH KHAN,MP,BHOPAL,M,world,द वरलड टड,U,en,WRLT,W643
MPHIN26683,SWARNIM TODAY,,113823.0,MPHIN/2011/41266,DEEPAK KUMAR RAGHUVANSHI,MP,BHOPAL,M,swarnim,,U,en,SWRNM,S655
MPHIN27377,DARPAN TODAY,,117145.0,MPHIN/2012/44588,JYOTI SHRIVASTAVA,MP,BHOPAL,M,darpan,,U,en,TRPN,D615
MPHIN37010,AISHBAG TODAY,ऐशबाग टुडे,154439.0,MPHIN/2021/81884,NEELAM MEHAR,MP,BHOPAL,M,aishbag,ऐशबग टड,U,en,AXBK,A212
MPHIN32679,MALAJPURE TODAY,मलाजपुरे टुडे,145117.0,MPHIN/2016/72562,MANORAMA MALAJPURE,MP,BHOPAL,M,malajpure,मलजपर टड,U,en,MLJPR,M421
MPHIN38305,KOPAL TODAY,कोपल टुडे,156187.0,MPHIN/2020/83632,SAEED BEG,MP,BHOPAL,M,kopal,कपल टड,U,en,KPL,K140
MPHIN26010,BINDU TODAY,,115681.0,MPHIN/2011/43124,SAYYAD AZAM ALI,MP,BHOPAL,M,bindu,,U,en,BNT,B530
MPHIN27004,SURYANS TODAY,,115929.0,MPHIN/2011/43372,SANTOSH KUMAR CHAURASIA,MP,BHOPAL,M,suryans,,U,en,SRYNS,S652
MPHIN28797,AACHARAN TODAY,आचरण टुडे,122189.0,MPHIN/2013/49634,ANAND KUMAR VERMA,MP,BHOPAL,M,aacharan,आचरण टड,U,en,XRN,A265
MPHIN30817,YOGITA TODAY,योगिता टुडे,133168.0,MPHIN/2015/60613,GUNSAGAR BOTHE,MP,BHOPAL,M,yogita,यगत टड,U,en,YJT,Y230
MPHIN28523,JIVIKA TODAY,,119920.0,MPHIN/2012/47363,ARCHANA BAGHARE,MP,BHOPAL,M,jivika,,U,en,JFK,J120
MPHIN33199,ANAS TODAY,,143262.0,MPHIN/2016/70707,ANAS KHAN,MP,BHOPAL,M,anas,,U,en,ANS,A520
MPHIN34105,KAINAT TODAY,,143297.0,MPHIN/2016/70742,SYED KHALID ALI,MP,BHOPAL,M,kainat,,U,en,KNT,K530
MPHIN33225,NAMAN TODAY,,143322.0,MPHIN/2016/70767,ANITA GOUR,MP,BHOPAL,M,naman,,U,en,NMN,N550
MPHIN38270,NAZAR HAR KHABAR PAR TODAY,नज़र हर खबर पर टुडे,159736.0,MPHIN/2023/87181,MAMTA RAY,MP,BHOPAL,Q,nazar har khabar par,नज़र हर खबर पर टड,U,en,NSR HR KHBR PR,N266
MPHIN29948,AVSAR TODAY,अवसर टुडे,128641.0,MPHIN/2014/56086,SANDEEP PATHAK,MP,BHOPAL,Q,avsar,अवसर टड,U,en,AFSR,A126
MPHIN21962,GRAMYASHRI TODAY,ग्राम्यश्री टुडे,97954.0,MPHIN/2008/25397,GRAMYASHRI SEVA SAMITI,MP,BHOPAL,Q,gramyashri,गरमयशर टड,U,en,KRMYXR,G652
MPHIN38630,LALGHATI TODAY,,,,SUSHMA VISHWKARMA,MP,BHOPAL,Q,lalghati,,U,en,LLKHT,L423
MPHIN32804,ANIMESH TODAY,,147244.0,MPHIN/2017/74689,SANJEEV KUMAR DWIVEDI,MP,BHOPAL,Q,animesh,,U,en,ANMX,A552
MPHIN32273,AJAY TODAY,अजय टुडे,138005.0,MPHIN/2015/65450,AJAY AHIRWAR,MP,BHOPAL,Q,ajay,अजय टड,U,en,AJ,A200
MPHIN36638,AISHBAG TODAY,,,,NEELAM MEHAR,MP,BHOPAL,Q,aishbag,,U,en,AXBK,A212
MPHIN32687,KAINAT TODAY,कायनात टुडे,139957.0,MPHIN/2016/67402,SYED KHALID ALI,MP,BHOPAL,Q,kainat,कयनत टड,U,en,KNT,K530
MPHIN38271,KHABRON KI POTLI TODAY,खबरों की पोटली टुडे,159778.0,MPHIN/2023/87223,PRIYA RAI,MP,BHOPAL,Q,khabron ki potli,खबर क पटल टड,U,en,KHBRN K PTL,K165
MPHIN39252,BASANT TODAY,,,,VANSH KATARE,MP,BHOPAL,Q,basant,,U,en,BSNT,B253
MPHIN11024,KHOJI SAMACHARON KA DASTAVEJ POLITICS TODAY,,67520.0,67520/ 96,ISHWAR SINGH CHAUHAN,MP,BHOPAL,W,khoji samacharon ka dastavej politics,,U,en,KHJ SMXRN K TSTFJ PLTKS,K225
MPHIN30143,ZIKRA TODAY,जिक्र टुडे,129147.0,MPHIN/2014/56592,MOHD. SHARIQ,MP,BHOPAL,W,zikra,जकर टड,U,en,SKR,Z260
MPHIN28858,ARPITA TODAY,,121606.0,MPHIN/2013/49051,GOPAL SINGH,MP,BHOPAL,W,arpita,,U,en,ARPT,A613
MPHIN30756,NICE TODAY,नाइस टुडे,142285.0,MPHIN/2015/69730,KU.RASHMI RAJAK,MP,BHOPAL,W,nice,नइस टड,U,en,NS,N200
MPHIN25293,VICHAR TODAY,,114735.0,MPHIN/2010/42178,MASOOD ALI,MP,BHOPAL,W,vichar,,U,en,FXR,V260
MPHIN26823,SHAHBAAZ TODAY,,115591.0,MPHIN/2011/43034,SARTHAK RATHORE,MP,BHOPAL,W,shahbaaz,,U,en,XBS,S120
MPHIN32417,MUNMUN TODAY,मुनमुन टुडे,140566.0,MPHIN/2016/68011,AAFREEN BEG,MP,BHOPAL,W,munmun,मनमन टड,U,en,MNMN,M550
MPHIN37656,DINESH SHRI TODAY,,157480.0,MPHIN/2022/84925,DINESH KUMAR GOUR,MP,BHOPAL,W,dinesh shri,,U,en,TNX XR,D522
MPHIN32898,PARTH TODAY,पार्थ टुडे,141209.0,MPHIN/2016/68654,ASHUTOSH CHAURE,MP,BHOPAL,W,parth,परथ टड,U,en,PR0,P630
MPHIN31511,SWASTHYA TODAY,,143699.0,MPHIN/2015/71144,YASMIN,MP,BHOPAL,W,swasthya,,U,en,SWS0Y,S230
MPBIL02028,STING TODAY,स्टिंग टुडे,139556.0,MPBIL/2015/67001,SANJAY MALVIYA,MP,BHOPAL,W,sting,सटग टड,U,en,STNK,S352
MPHIN26219,NARMADA TODAY,,111780.0,MPHIN/2011/39223,ZUBER,MP,BHOPAL,W,narmada,,U,en,NRMT,N653
MPHIN33196,PERFECT TODAY,परफेक्ट टुडे,141806.0,MPHIN/2016/69251,SHEIKH AKRAM,MP,BHOPAL,W,perfect,परफकट टड,U,en,PRFKT,P612
MPHIN29067,INDRAKSHI TODAY,,123937.0,MPHIN/2013/51382,PRADEEP SAHU,MP,BHOPAL,W,indrakshi,,U,en,INTRKX,I536
MPHIN26316,ADITI TODAY,,115592.0,MPHIN/2011/43035,AARTI PAWAIYA,MP,BHOPAL,W,aditi,,U,en,ATT,A330
MPHIN31703,BEKHAUF TODAY,बेखैा़फ़ टुडे,138448.0,MPHIN/2015/65893,NAVED KHAN,MP,BHOPAL,W,bekhauf,बखफ टड,U,en,BKHF,B210
MPHIN33936,JANSWARAJYM TODAY,जनस्वराज्यम टुडे,143492.0,UR,YOGESH MALVIYA,MP,BHOPAL,W,janswarajym,जनसवरजयम टड,U,en,JNSWRJM,J526
MPHIN37780,WEEKLY AROHI TODAY,वीकली आरोही टुडे,160381.0,MPHIN/2023/87826,SANJAY SINGH,MP,BHOPAL,W,weekly arohi,वकल आरह टड,U,en,WKL ARH,W246
MPHIN27934,SAMVAD TODAY,संवाद टुडे,116378.0,MPHIN/2012/43821,SANJAY JAIN,MP,BHOPAL,W,samvad,सवद टड,U,en,SMFT,S513
MPHIN33602,SPACE TODAY,,143123.0,MPHIN/2017/70568,MUKESH AGRAWAL,MP,BHOPAL,W,space,,U,en,SPS,S120
MPHIN30872,JIVIKA TODAY,जीविका टुडे,131848.0,MPHIN/2014/59293,ARCHANA BAGHARE,MP,BHOPAL,W,jivika,जवक टड,U,en,JFK,J120
MPHIN31711,AMBIKA TODAY,,143659.0,MPHIN/2015/71104,RAZIYA BEE,MP,BHOPAL,W,ambika,,U,en,AMBK,A512
MPHIN31556,AMULYA TODAY,,143661.0,MPHIN/2015/71106,SHARMILA,MP,BHOPAL,W,amulya,,U,en,AMLY,A540
MPHIN25494,VAIBHAV TODAY,,112373.0,MPHIN/2011/39816,VIJAY SINGH RAJPUT,MP,BHOPAL,W,vaibhav,,U,en,FBHF,V110
MPHIN24112,PATALKOT TODAY,,115405.0,MPHIN/2011/42848,OMPRAKASH SHRIVASTAVA,MP,BHOPAL,W,patalkot,,U,en,PTLKT,P342
MPHIN30942,LINE TODAY,लाईन टुडे,134690.0,MPHIN/2014/62135,DILIP SIKARWAR,MP,BHOPAL,W,line,लईन टड,U,en,LN,L500
MPHIN34466,ASHUTOSH TODAY,आशुतोष टुडे,147926.0,MPHIN/2017/75371,ANUPAMA SINGH,MP,BHOPAL,W,ashutosh,आशतष टड,U,en,AXTX,A232
MPENG01302,THE YOUNGSTERS TODAY,,146457.0,MPENG/2017/73902,RAMAN NAMDEV,MP,BHOPAL,W,youngsters,,U,en,YNKSTRS,Y523
MPHIN31633,NISHANT TODAY,निशांत टुडे,136272.0,MPHIN/2015/63717,NISHANT KASWATE,MP,BHOPAL,W,nishant,नशत टड,U,en,NXNT,N253
MPHIN33230,NIROGDHAM SHREE TODAY,निरोगधाम श्री टुडे,140951.0,MPHIN/2016/68396,RISHIKANT SAXENA,MP,BHOPAL,W,nirogdham shree,नरगधम शर टड,U,en,NRKTHM XR,N623
MPURD00427,JAHNUMA TODAY,जहनुमा टुडे,155755.0,MPURD/2020/83200,SAEED BEG,MP,BHOPAL,W,jahnuma,जहनम टड,U,en,JNM,J550
MPHIN31411,ARADHANA TODAY,आराधना टुडे,134963.0,MPHIN/2015/62408,ZAQURAN NISHA,MP,BHOPAL,W,aradhana,आरधन टड,U,en,ARTHN,A635
MPHIN32151,SANDHYA TODAY,सांध्य टुडे,139523.0,MPHIN/2016/66968,AKHILESH KUMAR DHIMOLE,MP,BHOPAL,W,sandhya,सधय टड,U,en,SNTHY,S530
MPHIN25401,NEELAM TODAY,,111668.0,MPHIN/2011/39111,RAHUL GUPTA,MP,BHOPAL,W,neelam,,U,en,NLM,N450
MPHIN25686,DABANG TODAY,,111791.0,MPHIN/2011/39234,SAHIL KHAN,MP,BHOPAL,W,dabang,,U,en,TBNK,D152
MPHIN31715,PRABHATAM TODAY,,143690.0,MPHIN/2015/71135,ARSHI BEGAM,MP,BHOPAL,W,prabhatam,,U,en,PRBHTM,P613
MPHIN31713,KOPAL TODAY,,143702.0,UR,SAEED BEG,MP,BHOPAL,W,kopal,,U,en,KPL,K140
MPHIN23520,CHANAKYA TODAY,चाणक्य टुडे,101982.0,MPHIN/2009/29425,AFTAB ULLAH KHAN,MP,BHOPAL,W,chanakya,चणकय टड,U,en,XNKY,C520
MPHIN29550,BLITZ TODAY,ब्लिट्ज टुडे,125003.0,MPHIN/2013/52448,SANJAY KUMAR AGRAWAL,MP,BHOPAL,W,blitz,बलटज टड,U,en,BLTS,B432
MPHIN30328,ONLINE TODAY,ऑनलाइन टुडे,128772.0,MPHIN/2014/56217,NASREEN BEGUM,MP,BHOPAL,W,online,ऑनलइन टड,U,en,ONLN,O545
MPHIN34588,CITIZEN TODAY,सिटीजन टुडे,148767.0,MPHIN/2017/76212,HIRDAY NARAYAN DUBEY,MP,BHOPAL,W,citizen,सटजन टड,U,en,STSN,C325
MPHIN39511,ABN TODAY,एबीएन टुडे,159653.0,MPHIN/2020/87098,AMEEN BEG,MP,BHOPAL,W,abn,एबएन टड,U,en,ABN,A150
MPHIN27582,UTKARSH TODAY,,116572.0,MPHIN/2012/44015,SANDEEP MALVIYA,MP,BHOPAL,W,utkarsh,,U,en,UTKRX,U326
MPHIN36980,AAIRA TODAY,आयरा टुडे,160671.0,MPHIN/2021/88116,AKBAR KHAN,MP,BHOPAL,W,aaira,आयर टड,U,en,R,A600
MPHIN27177,MEDIA TODAY HAKIKAT DESH KI,,114030.0,MPHIN/2012/41473,SADHANA SINGH,MP,BHOPAL,W,media hakikat desh ki,,U,en,MT HKKT TX K,M322
MPHIN38646,MALAJPURE TODAY,मलजपुरे टुडे,157518.0,MPHIN/2022/84963,MANORAMA MALAJPURE,MP,BHOPAL,W,malajpure,मलजपर टड,U,en,MLJPR,M421
MPHIN27840,SIYASAT TODAY,,116904.0,MPHIN/2012/44347,MOHD. SHADAB,MP,BHOPAL,W,siyasat,,U,en,SYST,S230
MPHIN28065,TODAY RAVI SANDESH,टुडे रवि संदेश,119046.0,MPHIN/2012/46489,SUREKHA BAKORIYA,MP,BHOPAL,W,ravi sandesh,टड रव सदश,U,en,RF SNTX,R125
MPHIN33281,KANHAN TODAY,कन्हान टुडे,145030.0,MPHIN/2016/72475,SATYENDRA TIWARI,MP,CHHINDWARA,M,kanhan,कनहन टड,U,en,KNHN,K550
MPHIN32611,CHHINDWARA TODAY,छिंदवाड़ा टुडे,146408.0,MPHIN/2017/73853,PUSHP KUMAR TANDEKAR,MP,CHHINDWARA,W,chhindwara,छदवड टड,U,en,XHNTWR,C536
MPHIN18330,PRASIYA TODAY,,84230.0,MPHIN/2003/11673,VINAY GHOSH,MP,CHINDWARA,W,prasiya,,U,en,PRSY,P620
MPHIN30318,SHAURYA TODAY,शौर्य टुडे,128579.0,MPHIN/2014/56024,MUKESH TIWARI,MP,DEWAS,D,shaurya,शरय टड,U,en,XRY,S600
MPHIN28488,WATAN KE TODAY,,122085.0,MPHIN/2013/49530,SAYED KASIF ALI,MP,DEWAS,M,watan ke,,U,en,WTN K,W352
MPHIN25469,PRAJATANTRA TODAY,प्रजातंत्र टुडे,115380.0,MPHIN/2011/42823,GYAN SINGH,MP,DEWAS,M,prajatantra,परजततर टड,U,en,PRJTNTR,P623
MPHIN36885,RAKESH TODAY,,,,RAKESH KIRAR,MP,GUNA,M,rakesh,,U,en,RKX,R220
MPHIN23725,PARIVAR TODAY,परिवार टुडे,107185.0,MPHIN/2010/34628,RAKESH SINGH NARVARIYA,MP,GWALIOR,D,parivar,परवर टड,U,en,PRFR,P616
MPHIN30214,AGENDA TODAY,एजेण्डा टुडे,129378.0,MPHIN/2014/56823,GAURAV SHRIVASTAVA,MP,GWALIOR,D,agenda,एजणड टड,U,en,AJNT,A253
MPHIN38505,PUSHPANJALI TODAY,पुष्पांजलि टुडे,156493.0,MPHIN/2021/83938,BHARAT SINGH CHAUHAN,MP,GWALIOR,D,pushpanjali,पषपजल टड,U,en,PXPNJL,P215
MPHIN26289,SUN TODAY,,121604.0,MPHIN/2013/49049,SATYA PRAKASH SHARMA,MP,GWALIOR,D,sun,,U,en,SN,S500
MPHIN29257,JAN SAMVAD TODAY,जन संवाद टुडे,124587.0,MPHIN/2013/52032,SHIVANI SHARMA,MP,GWALIOR,D,jan samvad,जन सवद टड,U,en,JN SMFT,J525
MPHIN29045,VENUS TODAY,,121754.0,MPHIN/2013/49199,VARUN GUPTA,MP,GWALIOR,D,venus,,U,en,FNS,V520
MPBIL01894,MADHYANCHAL TODAY,मध्यांचल टुडे,134173.0,MPBIL/2015/61618,VOICE OF MADHYANCHAL MEDIA NETWORK PRIVATE LIMITED,MP,GWALIOR,D,madhyanchal,मधयचल टड,U,en,MTHYNXL,M352
MPHIN31789,SANGIN SAMACHAR TODAY,संगीन समाचार टुडे,138695.0,MPHIN/2015/66140,MOHINI SHARMA,MP,GWALIOR,D,sangin,सगन समचर टड,U,en,SNJN,S525
MPBIL01650,SWASTIK TODAY,,116201.0,MPBIL/2012/43644,GAURAV SHARMA,MP,GWALIOR,D,swastik,,U,en,SWSTK,S232
MPHIN34256,LOKSATHI TODAY,,,UR,ALOK SAXENA,MP,GWALIOR,D,loksathi,,U,en,LKS0,L230
MPHIN26504,CHAMBAL TODAY,,114843.0,MPHIN/2012/42286,VISHNU SHARMA,MP,GWALIOR,DE,chambal,,U,en,XMBL,C514
MPHIN30785,BHAVESHWAR TODAY,भावेश्वर टुडे,132891.0,MPHIN/2014/60336,VIJAY GOYAL,MP,GWALIOR,DE,bhaveshwar,भवशवर टड,U,en,BHFXWR,B126
MPHIN31868,VIPUL TODAY,विपुल टुडे,136461.0,MPHIN/2015/63906,SONIYA GAUTAM,MP,GWALIOR,DE,vipul,वपल टड,U,en,FPL,V140
